000339 
003893 002633 
000702 
001503 
000474 000103 
000632 000711 
001033 000227 
000928 002550 002745 000431 
000433 
000118 
000701 004067 
001637 003570 001072 000462 000914 004289 000780 000686 000685 
002565 
000537 000220 
001269 002648 
000702 
000474 000533 000781 000538 000431 
000691 
003277 002424 
000702 001487 002093 000728 
000928 003793 003652 003653 000736 001256 000690 
000691 
001702 
002651 000154 
001035 
000246 
002951 
000701 000474 000188 
000861 004297 000330 
001035 
000691 
000103 004205 
001081 
000474 003896 002889 003786 
000321 
004297 
002021 000231 000573 001215 001564 000474 002858 000330 
001446 001248 001072 
001379 001476 
002888 000537 001521 000736 002679 002370 000126 
002370 000537 002888 000125 002679 000736 001521 
000536 000478 003900 003652 
000749 
000126 
004389 
001035 000749 
004044 
000780 
002774 001730 
004230 
001130 
000861 003286 000894 000426 000166 002021 
003386 
000780 
001035 
001035 
001035 
003844 
000231 000226 
002647 001448 001059 
001792 
004463 
000474 000894 
000350 004425 
003827 000928 001430 
000701 
000996 
000426 
004333 003386 000447 003408 
001031 
002322 000125 
000770 000462 
000691 
002103 
002103 002607 000701 
001035 
003731 000835 
001072 
002609 000397 
002349 
001103 
000062 000928 
001035 
000691 
001035 001035 001085 003755 
000930 001103 
004176 001177 001952 000207 000201 002081 000191 001707 000166 000187 000462 000373 000167 001137 000952 000167 002392 000179 003377 
000171 002751 
001819 000542 000214 003874 
000701 001584 
001986 000463 002335 
000336 
000780 
000226 000931 
000120 
004012 
000427 
003394 
002451 
001669 
002602 
000701 002335 
002335 
001545 
000098 
000413 000478 
003286 001059 000894 000704 001448 000475 000425 000370 001854 
002335 
001035 
000448 001429 000370 000851 
001035 001035 
000781 001035 
000690 
000968 
001000 
000435 
003754 004426 
000736 002857 
001081 000780 
000711 003709 001154 
000691 
001093 
001255 
000474 000321 000335 000459 000861 001035 
001035 
000431 
000701 000474 000619 000141 001701 
001033 002452 
000505 
000704 000063 
002264 001001 000485 001557 000861 000536 004059 001915 001539 001866 000428 001915 
001110 001342 000675 001168 003168 
000691 
000830 
001035 
001242 
000701 
001035 
000474 001032 
001564 004564 
001104 002355 001487 000478 004525 
000701 
000474 
000856 
000127 
000691 
000104 
000780 
004474 
002093 
001586 
001240 000134 000547 002550 
001110 004528 
000363 000662 
004555 
000191 
000637 004325 000291 000295 000638 
000685 
001035 
001035 
000516 002173 003212 
003263 003558 002095 
003409 
002093 
002286 001035 
000649 
001111 001819 001977 002354 000952 000730 004420 000724 000954 000179 004599 000195 000191 000219 000227 001716 000370 002258 000424 001315 000464 004002 000053 000928 000124 000125 000930 002335 001494 001557 000926 
001035 
000928 001073 001977 000931 001487 
000224 001558 000157 002919 003999 003326 000195 000641 002069 000209 001684 004135 001987 000793 000464 001713 002550 
000224 001558 000157 002919 003999 003326 000195 000641 002069 000209 001684 004135 001987 000793 000464 001713 002550 
000516 
004004 
004650 000443 
003764 000167 
000167 
004485 003243 003732 
001035 
000502 
004671 000166 
000634 
003425 004002 
000701 
001856 001609 
000476 
001254 
000385 
000701 
001478 
001035 
004581 
000701 
001111 
001784 001475 000701 003721 001059 001056 001060 001061 000125 000690 
000228 003589 000551 000756 000499 001111 000952 000231 001819 003578 004035 000474 004046 000787 001557 001495 000458 002831 000466 
002068 000501 001765 000462 002235 000060 004468 004135 000179 003896 000780 
003469 000120 001534 001268 003633 004670 000670 003764 004716 004715 000179 000912 000158 000204 000928 001073 004671 004501 004500 001390 000345 
003385 004383 
000971 001819 000536 000227 000128 000781 
000736 002355 000131 
000362 000431 002905 
004722 002971 
001029 001487 003168 004632 
001399 003721 
000701 
003073 
002707 
000414 000002 
001035 
001110 
001814 001012 
000474 
001972 
004791 
001035 004166 
000701 
000167 
000704 
000701 
000202 000861 000226 000158 000884 001383 002463 000664 003334 001683 004191 000166 000556 000424 001994 001387 001137 000463 000574 001748 000604 000156 000195 
000228 001530 
002613 
001490 001780 
001883 002633 001029 002002 000056 000682 004245 001364 001484 001903 004096 
000928 000095 
001035 
000701 000759 
001848 000707 000644 000056 000930 000931 000704 
001952 001490 001386 
000547 003073 
000978 000500 002464 000574 000103 000463 000630 001400 
000701 
004040 004526 001818 000930 
002825 
000191 
003792 
001356 
000701 
000630 001575 000140 002159 
000228 000781 001564 003827 004794 000644 000323 002905 001556 001391 
000478 000038 
001058 001059 001712 001580 
000780 
001111 002776 002479 
003976 
000056 
002524 
001765 001545 
000773 000171 003897 
003476 000277 001449 001851 001029 000620 000671 003619 002477 000500 002813 002166 000007 001410 000580 001062 000998 000075 004099 
000214 004373 001921 004653 
000882 
000145 
001035 
000701 
000701 
003278 004823 
000539 
001944 000577 000701 000861 
000701 004816 
000478 
000537 000325 
000861 000191 000426 000291 004181 000748 000928 004548 001650 000462 002459 000219 
000451 001556 
002943 
002926 
003022 000146 000971 003371 
003022 
003510 
002092 
000055 001763 
001546 
000393 002613 000527 
000398 000509 000985 
004504 004633 003610 
001852 002942 
003678 003185 000791 000474 000538 000533 000781 004622 000615 000617 002157 004222 001708 002467 002758 000296 000500 000463 
000704 
004813 000144 
001615 
004813 000144 
004040 
001319 001118 004065 000301 004649 003075 004334 004474 002084 003950 000238 003194 004420 000536 002244 002699 003711 
004631 002149 
004696 
000191 000426 000219 000704 001819 000952 001111 
000761 000952 001111 001586 000292 000449 003326 001475 003461 001559 003306 000207 001687 000332 000931 000201 001380 004097 000861 002193 003895 003870 002856 000463 004771 001188 004095 002367 001789 003316 001993 000846 004330 000097 004109 001016 001137 004095 000809 002046 004002 000619 003305 000297 002069 000977 000225 000285 000703 002257 000861 004097 002651 003305 000297 001934 003316 002030 000463 000263 000157 001952 000103 000452 001515 004816 002047 001553 001854 003825 000713 004407 000637 000639 000289 004479 
000179 
004229 001073 000733 000478 001532 004547 000711 
001035 
001103 001034 000730 004234 001562 000928 
000773 
000225 
000105 
000887 001102 
001035 
001231 003710 002880 
004824 
001035 
004363 
001035 
002083 004374 000400 004096 000547 000262 003461 003904 000533 000931 
000219 000931 000457 001438 000967 
004466 
001175 
000351 
001603 
003208 
002835 000527 
000701 000731 003208 000451 000702 000773 
001171 
003278 004070 
003489 
000773 
001421 001306 004474 
001073 001977 000712 
000701 
000191 004832 
001073 
000581 
000474 
002860 004723 
003081 001195 
001299 000377 000227 
001077 
000928 
000664 000668 001299 000528 000337 000223 
000651 000315 
001111 003987 002478 001231 004420 
002354 
000474 002618 001188 001609 000791 000316 001539 000392 003028 
000704 
001035 
000701 
000701 
001031 
000861 000335 000336 000641 000365 000773 
000227 
004229 000730 001439 
001352 
000317 
004187 
000986 000721 
000062 
000704 000183 000181 000185 
000336 000207 000195 002954 002309 002919 001299 003408 001683 001386 000370 000861 000158 004707 000462 000131 001249 001340 000387 000676 002097 000581 000296 001335 000424 001331 000344 000166 002392 001799 004091 000931 000181 000291 002472 000620 
001595 
000780 
000533 001194 
002934 
001620 000478 
003977 
002645 
000641 003977 002579 000989 002807 001164 
004081 
001977 001073 000975 000291 000294 000931 002647 001495 
000287 003591 
004614 001575 
003538 004091 000730 001386 002109 000336 000387 003292 000870 000604 001901 000158 004167 000050 002392 000414 000785 002577 
000219 001081 
000701 
001562 
000952 
001035 
001271 
000166 001460 001460 000192 
000547 000914 
000870 
004070 
000431 001231 002164 
000701 
000780 
001740 
004164 004405 
003711 
000701 
000736 000474 
004667 
000228 001035 
001075 
000125 000736 
000780 
001103 002919 000773 001899 000225 
000135 000737 000137 000136 
000930 000478 002083 
001035 
000701 
003476 
001399 001478 
002463 000664 001383 000759 003652 
002354 
004547 
003097 
000704 000219 001886 004143 001546 002438 000861 001097 000296 000782 002354 000721 001455 003827 001759 001000 001014 000157 000299 000105 000166 000056 004675 001318 002498 000580 001395 000299 003336 001446 001551 
002499 000612 003408 003100 004547 000128 000229 
002916 004823 
001611 
003193 001428 
001808 
002908 004032 000682 000426 
000736 
000315 004578 003439 000493 001119 001556 001306 000137 001540 001490 003377 000616 000414 001690 003096 
001889 004622 000248 000881 
000736 000682 004050 001174 
002933 
001487 000706 
000431 000533 
000533 000474 000431 
004138 001921 001119 000626 000485 000315 
001364 
003827 001708 002021 000577 000219 
000733 000302 
004130 000184 003718 003515 004547 
004565 000504 000462 002809 003536 000773 000375 001349 000928 003031 
001556 000786 
000153 001738 
000604 004812 002084 004706 001724 001753 000135 000798 
000967 000467 004522 
000060 
003718 002459 001176 
001073 000191 000219 004666 001231 000462 000220 000967 001305 001103 004525 001421 004229 
001825 000701 000702 004666 000203 000207 000931 004285 
002502 
002233 001595 000787 
000787 004282 
004557 
000527 000706 003515 001829 
000231 002980 
000173 001691 
003193 003377 001555 
004608 
000219 000704 000425 000509 001299 000861 000688 002258 000451 002509 000214 000226 000191 001158 000717 002340 000114 002168 004174 001490 000204 001378 000179 000050 000205 000382 001435 001647 000900 002883 000573 001962 000782 004564 001291 000166 001097 001137 000682 001103 000685 001273 004096 002858 000706 002309 000337 
000664 000662 002047 002166 004434 004787 001650 
000701 003376 
000105 001726 
001034 000474 000928 
000191 000714 000711 
003167 004283 000794 001552 000785 001227 
002825 001676 002430 
000861 002782 004363 002047 003934 001399 
000701 
001204 000007 
001035 
002857 000782 001962 002421 001084 000632 001892 000428 001435 
004557 001921 001731 000748 
001977 
001029 000426 000773 
004425 
001077 001171 000702 
000345 001611 001487 
001164 
001035 
000780 
000780 
000159 
000227 
001901 001356 
003776 002613 
000780 
002509 002472 004282 000294 000639 000295 004167 001490 000870 000931 004329 000894 000350 
002895 
000533 000781 000431 000474 000531 001131 
000228 
000060 000333 000192 000155 000156 000336 000334 000296 
001231 001487 
001978 
003204 001299 000157 
000577 000581 000267 
001977 001073 004283 000315 
001475 003128 001436 001435 002796 001559 003577 001331 
000861 000296 000166 004789 
000895 
000701 001231 001545 
003386 004174 004250 
000928 003732 
003168 001575 001650 002274 003879 004374 002045 002046 001862 000283 003977 003207 000788 
001977 001981 001556 
001035 
001683 001386 002920 000536 000214 003204 000294 000292 000639 000295 000637 002472 000766 000158 000861 003718 000195 000205 000225 000976 002065 002075 003538 001203 003702 000786 002130 003213 004091 001168 002392 002509 000221 001507 001429 000350 
000701 000702 000701 001806 
000704 
001862 000615 004357 000562 004540 000617 003977 004721 000348 000301 000493 001456 003386 002084 004539 002083 004333 004234 002084 004229 
004791 
004143 
004143 
000931 
000002 003875 
003902 000034 000104 001197 000620 000362 000756 000166 002165 000299 001941 001377 000868 000637 000634 000289 000718 001551 001650 003548 001356 
001035 
000787 000702 
002690 002062 
000205 003307 
000780 
000780 
001269 
001456 003177 004008 000220 
001748 002367 001819 000140 
000734 
000714 
003212 001595 000519 
002533 000173 000547 000971 
001035 
000952 000608 001017 000248 004653 002677 002128 
001595 000756 
000630 
001075 
001691 
001880 004513 004734 
001213 002434 003185 000478 000377 001703 
000061 003718 002223 001403 000574 000773 001955 001016 000470 001408 003794 003121 
004407 
000721 
000340 
001977 001073 000931 
001381 
004083 
000768 
000228 
000007 001174 
000166 
001035 
000641 002435 002860 000773 004040 000878 
001035 
000219 000704 000952 
001977 001227 
000704 002509 001158 004371 000340 002498 003316 002354 001532 001446 001520 
001556 004136 
000926 
004486 
004486 
001035 
001077 004624 000323 000702 
003106 
000711 003910 
000393 001533 
001077 000702 002245 
000097 
002647 
003175 
004229 002480 002858 000714 000701 000952 001819 000711 003385 000537 000704 000219 003292 003157 002707 001158 004547 004823 001330 001328 001153 003902 001175 001907 003373 000195 000756 000204 003283 000960 000462 000861 004479 001475 002086 004234 002907 001231 003977 000931 004245 000478 
001767 
000393 
003165 
001035 
000718 000930 001551 
000701 000702 
004578 001543 
001446 
000702 
000557 000556 
000474 000533 004324 000635 000638 004651 000637 003897 003782 000703 001231 002282 001881 
003618 
003890 002992 001490 000649 001439 
000536 001490 000704 000219 001386 000762 000651 003515 000157 000205 000201 002084 000115 000291 000097 004204 001475 001571 001494 001908 003702 000997 004436 000510 001780 000776 001614 
000931 
001446 
000717 001214 
001819 000861 000293 004479 000701 000277 
001032 
001907 000114 003385 
001231 001399 004420 004337 000228 001059 004099 000166 001540 004545 002309 000711 003193 002461 004621 000262 002647 001819 002959 004426 000316 000711 000714 
000704 000537 000427 
003515 002083 001448 
000701 
000701 000789 
000356 
004070 
002750 004821 001819 000952 
000533 001256 
000774 
000707 000960 
000220 
000293 
000463 
000002 
000219 000227 000861 000514 001592 001103 
000926 001818 
002044 000466 
001444 001492 002829 
000702 
001075 
000701 
001556 000931 000712 001269 004621 003437 001536 000533 003502 003510 001785 
001785 001556 003880 003377 000712 
004653 000702 
004497 
001260 
001106 000478 
004252 
001231 003880 
000952 001819 000294 000292 000291 000294 001818 003176 003204 000717 000718 003880 004174 000066 000219 001395 002212 000205 000283 001887 000451 000201 000451 000668 000664 001461 000297 004295 000861 000386 000426 000721 003748 001916 001305 003208 000533 001952 003408 000431 001086 003184 000095 003424 004322 000700 000707 004295 002426 000296 001217 002183 003588 003567 001939 001392 001734 000314 002959 003451 001564 002926 004828 000716 003515 001880 001530 001753 003510 003386 003386 003386 000630 
003386 002618 001202 004643 
000465 000465 000465 000465 000465 000465 
004643 001556 001650 004143 000928 000141 
000219 000930 003899 002463 000664 
002581 
002813 000348 
001785 
001482 
